Código,Instituição executora,Estado,Estratégia do trecho,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição,Cidade
322453,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-02,-2.276.848,-4.193.019,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Armação dos Búzios
322429,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-03,-196.522,-39.816,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Linhares
322384,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-221.802,-413.689,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto,Quissamã
322382,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-02,-20.058.975,-401.887.654,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Serra
322369,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-02,-207.286,-405.229,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322351,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-02,-212.824,-409.616,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Presidente Kennedy
322349,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-02,-212.081,-409.365,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
322348,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-02,-211.215,-408.575,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322345,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-02,-209.936,-40.81,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322308,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-02,-2.261.008,-4.199.802,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo,Cabo Frio
322306,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-02,-2.002.917,-4.015.875,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
322304,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-02,-200.321,-4.015.939,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
322269,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-01,-206.258.407,-404.672.213,Reptilia,Testudines,Caretta caretta,Não,Água,Morto,Guarapari
322267,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-01,-206.445.057,-404.666.998,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
322250,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-222.082,-414.716,Mammalia,Cetacea,Sotalia guianensis,Não,Arenoso,Morto,Quissamã
322242,Instituto Albatroz,Rio de Janeiro,Diário,2024-10-01,-2.261.233,-419.999,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Vivo,Cabo Frio
322238,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-01,-221.254,-411.893,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Quissamã
322228,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-30,-19.872.544,-40.080.546,Aves,Charadriiformes,Sterna hirundo,Não,Outros,Morto,Aracruz
322187,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-01,-208.405.647,-407.234.817,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
322185,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-10-01,-204.053,-403.195,Aves,Charadriiformes,Sterna hirundo,Não,Arenoso,Vivo,Vila Velha
322183,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-10-01,-208.547,-407.502,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
322182,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-10-01,-20.122.345,-40.177.433,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Serra
322181,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-10-01,-215.193,-4.107.181,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,São Francisco de Itabapoana
322150,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-30,-225.904,-41.988,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Casimiro de Abreu
322149,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-229.491,-421.294,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Arraial do Cabo
322148,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-229.346,-424.156,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Saquarema
322147,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-229.355,-423.467,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Saquarema
322146,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-229.354,-423.485,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Araruama
322145,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-30,-199.871,-4.017.426,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
322144,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-229.483,-421.392,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Arraial do Cabo
322143,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-229.399,-422.638,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Arraial do Cabo
322139,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-30,-2.295.939,-4.202.526,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Arraial do Cabo
322138,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-30,-2.287.392,-4.200.926,Aves,Charadriiformes,Larus dominicanus,Não,Outros,Vivo,Cabo Frio
322135,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-30,-2.003.677,-4.017.426,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Fundão
322130,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-211.781,-409.187,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322129,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-211.565,-408.926,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322128,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-30,-1.838.694,-3.968.761,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Conceição da Barra
322127,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-211.389,-408.766,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322126,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-211.354,-408.707,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322125,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-211.351,-40.87,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322124,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-210.816,-408.403,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Marataízes
322122,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-209.953,-408.095,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
322121,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-30,-1.988.164,-40.086,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
322120,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-09-29,-20.355,-402.857,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Vila Velha
322097,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-09-29,-202.658,-402.598,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
322092,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-09-28,-203.238,-402.871,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vila Velha
322091,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-208.418,-407.253,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
322069,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-30,-208.423,-407.288,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Piuma
322062,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-09-30,-203.054,-402.905,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Vitória
322049,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-30,-229.082,-4.203.373,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Cabo Frio
322007,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-29,-2.288.391,-4.201.538,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Cabo Frio
322005,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-29,-2.275.635,-4.190.749,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo,Armação dos Búzios
321997,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-29,-2.005.583,-4.019.194,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Serra
321990,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-29,-185.279,-3.972.834,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,Conceição da Barra
321980,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-29,-1.845.871,-3.971.352,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Conceição da Barra
321979,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-225.286,-419.416,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Rio das Ostras
321969,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-29,-20.040.232,-40.185.046,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Fundão
321929,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-222.235,-41.517,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Quissamã
321926,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-222.125,-414.863,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto,Quissamã
321904,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-29,-208.376.088,-406.317.544,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Anchieta
321903,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-22.151,-412.564,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,Quissamã
321879,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-29,-19.931.688,-40.120.098,Reptilia,Testudines,Chelonia mydas,Não,Água,Vivo,Aracruz
321877,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-29,-2.136.446,-4.096.547,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321791,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-223.683,-417.746,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Macaé
321790,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-229.404,-422.534,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Morto,Arraial do Cabo
321781,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-225.313,-419.379,Reptilia,Testudines,Chelonia mydas,Não,Outros,Vivo,Rio das Ostras
321773,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-2.144.213,-4.102.124,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,São Francisco de Itabapoana
321746,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-28,-21.274,-409.621,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
321743,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-28,-209.152,-407.866,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Itapemirim
321734,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-09-28,-1.912.338,-3.971.605,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Linhares
321731,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-28,-2.296.902,-42.018.554,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Vivo,Arraial do Cabo
321703,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-28,-19.971.447,-40.137.041,Reptilia,Testudines,Chelonia mydas,Não,Rochoso,Morto,Aracruz
321650,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-2.150.055,-4.106.941,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321649,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-2.146.537,-4.104.252,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321648,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-28,-2.146.816,-4.104.756,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321608,Fundação Projeto Tamar - FPT,Espírito Santo,Diário,2024-09-28,-186.149,-397.294,Reptilia,Testudines,Lepidochelys olivacea,Não,Arenoso,Morto,São Mateus
321536,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-27,-20.200.267,-4.019.579,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Serra
321531,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-212.144,-409.404,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
321528,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-212.202,-40.944,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
321525,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-212.528,-409.592,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
321504,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-213.078.889,-409.579.915,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
321503,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-27,-225.897,-419.885,Aves,Procellariiformes,Puffinus puffinus,Não,Arenoso,Vivo,Casimiro de Abreu
321500,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-213.092.939,-409.581.685,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Presidente Kennedy
321495,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-21.123,-408.578,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Marataízes
321491,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-208.774,-407.616,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Itapemirim
321489,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Acionamento,2024-09-27,-2.003.775,-40.165.782,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Fundão
321486,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-27,-2.013.515,-4.018.201,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Serra
321480,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-206.310.339,-404.260.311,Reptilia,Testudines,Caretta caretta,Não,Arenoso,Morto,Guarapari
321476,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-207.283.341,-40.522.964,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Vivo,Guarapari
321465,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-27,-206.310.982,-404.260.998,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Guarapari
321454,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-27,-2.276.846,-4.188.397,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo,Armação dos Búzios
321426,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-27,-2.139.612,-4.099.419,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321425,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-27,-2.142.405,-4.101.007,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321424,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-27,-2.142.958,-4.101.348,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,São Francisco de Itabapoana
321423,Instituto BW para a Conservação e Medicina da Fauna Marinha - IBW / Grupo de Estudos de Mamíferos Marinhos - GEMM Lagos,Rio de Janeiro,Diário,2024-09-27,-2.144.482,-410.228,Reptilia,Testudines,Eretmochelys imbricata,Não,Arenoso,Morto,São Francisco de Itabapoana
321383,Instituto Albatroz,Rio de Janeiro,Diário,2024-09-27,-2.294.711,-4.203.346,Aves,Charadriiformes,Sterna hirundinacea,Não,Arenoso,Vivo,Arraial do Cabo
321333,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-26,-1.987.375,-4.008.057,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Aracruz
321329,Instituto de Pesquisa e Reabilitação de Animais Marinhos - IPRAM,Espírito Santo,Diário,2024-09-26,-2.021.265,-4.019.899,Reptilia,Testudines,Chelonia mydas,Não,Arenoso,Morto,Serra
321314,Instituto de Pesquisa e Conservação Marinha - IPCMar,Espírito Santo,Diário,2024-09-26,-207.288,-405.224,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto,Guarapari
321313,Instituto Baleia Jubarte - IBJ,Espírito Santo,Diário,2024-09-26,-191.603.523,-397.112.369,Mammalia,Cetacea,Megaptera novaeangliae,Não,Arenoso,Morto,Linhares
