Código,Instituição executora,Estado,Cidade,Praia,Estratégia do trecho,Maré inicial,Data,Ponto - Lat,Ponto - Long,Espécies - Classe,Espécies - Ordem,Espécies - Espécie,Espécie ameaçada,Caracterização do ambiente,Condição
315672,Trecho 10,São Paulo,Caraguatatuba,Capricórnio,Diário,Enchente,2024-08-21,-236.078.175,-453.484.086,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Água,Morto
315671,Trecho 10,São Paulo,Caraguatatuba,Capricórnio,Diário,Enchente,2024-08-21,-236.104.232,-453.500.062,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315670,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Enchente,2024-08-21,-238.185.534,-460.814.667,Aves,Suliformes,Sula leucogaster,Não,Outros,Vivo
315668,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Vazante,2024-08-21,-23.991.123,-462.426.353,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Outros,Morto
315659,Trecho 09,São Paulo,Guarujá,Praia não identificada,Diário,Enchente,2024-08-21,-239.676.173,-462.917.614,Aves,Suliformes,Sula leucogaster,Não,Outros,Vivo
315634,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2024-08-21,-240.201.425,-464.428.382,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315616,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-21,-248.158.531,-476.473.925,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315615,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-21,-249.316.664,-477.955.527,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315608,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-21,-238.303.425,-461.089.259,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315572,Trecho 10,São Paulo,Caraguatatuba,Mocóca,Diário,Enchente,2024-08-20,-235.717.126,-452.963.036,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto
315571,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2024-08-20,-242.449.362,-468.877.045,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
315569,Trecho 10,São Paulo,São Sebastião,Praia das Pitangueiras,Semanal,Enchente,2024-08-20,-238.246.232,-454.201.627,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315566,Trecho 10,São Paulo,Ubatuba,Perequê-açu,Diário,Vazante,2024-08-20,-234.175.011,-450.574.207,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315559,Trecho 08,São Paulo,Mongaguá,Mongaguá,Diário,Enchente,2024-08-20,-24.129.416,-466.846.582,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315554,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Vazante,2024-08-20,-238.261.256,-454.490.877,Aves,Procellariiformes,Thalassarche melanophris,Não,Arenoso,Morto
315552,Trecho 10,São Paulo,Ubatuba,Lagoinha,Diário,Enchente,2024-08-20,-235.203,-451.922.233,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315546,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2024-08-20,-239.694.282,-46.185.848,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315536,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-08-20,-237.733.112,-459.397.013,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
315535,Trecho 10,São Paulo,Ilhabela,Engenho D água,Diário,Vazante,2024-08-20,-237.930.533,-453.646.567,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto
315529,Trecho 10,São Paulo,Ubatuba,Barra Seca,Diário,Enchente,2024-08-20,-234.216.225,-450.456.328,Reptilia,Testudines,Chelonia mydas,Sim,Rochoso,Morto
315526,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-20,-249.914.294,-478.565.897,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315525,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazia,2024-08-20,-242.384.296,-468.758.742,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315516,Trecho 10,São Paulo,São Sebastião,Maresias,Diário,Vazante,2024-08-19,-237.915.579,-455.849.576,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
315509,Trecho 09,São Paulo,Guarujá,Guaiuba,Diário,Enchente,2024-08-19,-240.164.264,-462.935.387,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315498,Trecho 10,São Paulo,Ubatuba,Fazenda,Semanal,Enchente,2024-08-19,-23.369.155,-448.379.067,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315490,Trecho 10,São Paulo,Caraguatatuba,Porto Novo,Diário,Enchente,2024-08-19,-237.049.888,-45.427.107,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo
315474,Trecho 10,São Paulo,Ubatuba,Praia do Sapê,Diário,Vazia,2024-08-19,-235.279.506,-452.158.255,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315473,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Vazante,2024-08-18,-239.711.424,-46.351.347,Aves,Suliformes,Phalacrocorax brasilianus,Não,Arenoso,Vivo
315468,Trecho 09,São Paulo,Guarujá,Praia não identificada,Diário,Enchente,2024-08-19,-2.397.677,-46.287.779,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315467,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-19,-247.223.687,-475.009.039,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Vivo
315429,Trecho 10,São Paulo,Ilhabela,Santa Tereza,Diário,Vazante,2024-08-19,-237.739.818,-453.535.538,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
315415,Trecho 09,São Paulo,Guarujá,Tombo,Diário,Vazante,2024-08-19,-240.142.802,-462.734.884,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315413,Trecho 09,São Paulo,Bertioga,Canto do Indaia/Riviera,Diário,Vazante,2024-08-18,-2.381.429,-4.603.989,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315409,Trecho 10,São Paulo,Caraguatatuba,Capricórnio,Diário,Vazante,2024-08-18,-236.044.904,-453.468.332,Reptilia,Testudines,Chelonia mydas,Sim,Água,Morto
315406,Trecho 10,São Paulo,Ubatuba,Praia GrandeUbatuba,Diário,Enchente,2024-08-18,-234.702.261,-450.649.363,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
315376,Trecho 09,São Paulo,São Vicente,Itararé,Diário,Enchente,2024-08-18,-239.702.312,-46.359.382,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315362,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Enchente,2024-08-18,-240.374.168,-464.921.984,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315348,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-18,-249.459.933,-478.121.206,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315285,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazia,2024-08-18,-240.240.912,-46.455.656,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
315284,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Vazia,2024-08-18,-240.556.197,-46.534.109,Reptilia,Testudines,Lepidochelys olivacea,Sim,Arenoso,Morto
315222,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-08-17,-240.348.439,-46.485.983,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315192,Trecho 10,São Paulo,Caraguatatuba,Massaguaçu,Diário,Enchente,2024-08-17,-2.359.674,-4.534.085,Reptilia,Testudines,Chelonia mydas,Sim,Água,Vivo
315189,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-17,-238.270.077,-461.007.691,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315188,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-17,-238.499.681,-461.329.647,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315187,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Enchente,2024-08-17,-239.697.487,-463.423.812,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315168,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-17,-250.035.677,-478.664.126,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315167,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-17,-249.304.949,-477.940.705,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
315157,Trecho 09,São Paulo,Guarujá,Sorocotuba,Diário,Vazante,2024-08-17,-239.824.128,-461.869.545,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
315150,Trecho 10,São Paulo,Ilhabela,Pereque,Diário,Vazia,2024-08-17,-238.089.317,-4.536.571,Aves,Charadriiformes,Thalasseus acuflavidus,Não,Arenoso,Morto
315114,Trecho 09,São Paulo,Guarujá,Prainha Branca,Diário,Vazia,2024-08-17,-238.694.491,-461.370.813,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
315105,Trecho 10,São Paulo,Ilhabela,Barreiros,Diário,Enchente,2024-08-17,-237.630.892,-453.492.435,Aves,Suliformes,Fregata magnificens,Não,Arenoso,Morto
314991,Trecho 09,São Paulo,Guarujá,São Pedro/ Taguaiba/ Iporanga,Acionamento,Enchente,2024-08-16,-2.390.776,-4.616.407,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314946,Trecho 09,São Paulo,São Vicente,Itaquitanduva,Diário,Enchente,2024-08-16,-239.980.852,-463.916.501,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
314864,Trecho 10,São Paulo,Ilhabela,Santa Tereza,Diário,Enchente,2024-08-16,-23.770.195,-453.517.567,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
314863,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Enchente,2024-08-16,-237.859.133,-453.602.867,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Arenoso,Morto
314831,Trecho 10,São Paulo,Ilhabela,Viana,Diário,Enchente,2024-08-16,-237.586.833,-453.511.283,Aves,Suliformes,Sula leucogaster,Não,Rochoso,Morto
314830,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Vazante,2024-08-16,-24.226.884,-468.594.072,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
314815,Trecho 07,São Paulo,Cananéia,Ilha do Cardoso - Enseada/Pontal - Marujá,Diário,Vazia,2024-08-16,-252.504.984,-480.403.901,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Vivo
314799,Trecho 08,São Paulo,"Mongaguá,Praia Grande",Praia Grande - Mongaguá,Diário,Enchente,2024-08-16,-240.466.722,-465.129.454,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
314798,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-08-16,-241.694.839,-467.558.874,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314780,Trecho 10,São Paulo,Caraguatatuba,Indaiá / Centro,Diário,Enchente,2024-08-16,-2.362.969,-4.541.407,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314767,Trecho 10,São Paulo,Ubatuba,Iperoig,Diário,Enchente,2024-08-15,-23.433.981,-45.069.306,Aves,Charadriiformes,Thalasseus acuflavidus,Não,Arenoso,Vivo
314757,Trecho 10,São Paulo,Ilhabela,Praia não identificada,Diário,Vazante,2024-08-15,-23.740.691,-450.215.148,Mammalia,Carnivora,Arctocephalus tropicalis,Não,Rochoso,Vivo
314728,Trecho 10,São Paulo,Ubatuba,Maranduba,Diário,Vazante,2024-08-15,-235.379.158,-452.278.242,Reptilia,Testudines,Chelonia mydas,Sim,Água,Morto
314648,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-24.778.214,-475.938.428,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314647,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-247.941.503,-476.175.204,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314646,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-247.987.625,-476.240.104,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314645,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-248.226.124,-47.656.437,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314644,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-248.234.228,-476.573.972,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314643,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-248.335.614,-476.709.026,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314642,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-249.754.402,-478.425.376,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314641,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-15,-250.412.325,-478.859.417,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314640,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Enchente,2024-08-15,-237.848.233,-453.582.833,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Morto
314639,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Enchente,2024-08-15,-2.378.647,-453.622.817,Reptilia,Testudines,Chelonia mydas,Sim,Rochoso,Morto
314638,Trecho 10,São Paulo,Ilhabela,Balsa,Diário,Enchente,2024-08-15,-238.163.367,-45.371.205,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314634,Trecho 09,São Paulo,Guarujá,Praia não identificada,Diário,Enchente,2024-08-15,-2.399.854,-4.628.991,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo
314616,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-08-15,-242.041.307,-468.213.828,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
314567,Trecho 10,São Paulo,Caraguatatuba,Indaiá / Centro,Diário,Enchente,2024-08-15,-2.362.953,-4.541.404,Aves,Suliformes,Phalacrocorax brasilianus,Não,Arenoso,Morto
314487,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Enchente,2024-08-14,-242.158.116,-468.432.786,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
314486,Trecho 10,São Paulo,Ilhabela,Engenho D água,Diário,Enchente,2024-08-14,-237.955.872,-453.653.501,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto
314485,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-08-14,-240.199.884,-464.452.508,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314483,Trecho 10,São Paulo,Ilhabela,Saco da Capela,Diário,Enchente,2024-08-14,-237.856.896,-453.594.278,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
314482,Trecho 09,São Paulo,Bertioga,Canto do Indaia/Riviera,Diário,Vazante,2024-08-14,-238.092.036,-460.338.199,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314480,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2024-08-14,-242.003.833,-468.108.962,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314479,Trecho 08,São Paulo,Itanhaém,Itanhaém,Diário,Cheia,2024-08-14,-241.832.644,-467.814.757,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314478,Trecho 10,São Paulo,Caraguatatuba,Indaiá / Centro,Diário,Indeterminado,2024-08-14,-236.225.945,-454.024.816,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314472,Trecho 10,São Paulo,Caraguatatuba,Tabatinga,Diário,Vazante,2024-08-14,-23.572.162,-452.840.654,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Vivo
314448,Trecho 10,São Paulo,Caraguatatuba,Martim de Sá,Diário,Vazante,2024-08-14,-236.314.214,-453.855.944,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314223,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-14,-247.278.105,-475.108.444,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314220,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-14,-249.532.968,-478.203.967,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Vivo
314197,Trecho 08,São Paulo,Peruíbe,Peruíbe,Diário,Enchente,2024-08-14,-242.928.175,-469.586.144,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
314155,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Enchente,2024-08-14,-238.240.932,-454.534.006,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314123,Trecho 09,São Paulo,Santos,"Praia do José Menino, Praia do Gonzaga, Praia do Boqueirão, Praia do Embaré, Praia Aparecida, Ponta da Praia",Diário,Vazia,2024-08-13,-23.970.831,-463.532.069,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314113,Trecho 10,São Paulo,Ilhabela,Ponta do Pequeá,Diário,Vazante,2024-08-13,-237.888.657,-45.363.332,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314110,Trecho 10,São Paulo,São Sebastião,Barequeçaba,Diário,Vazante,2024-08-13,-238.275.333,-454.351.017,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314078,Trecho 08,São Paulo,Itanhaém,Praia dos Sonhos,Diário,Enchente,2024-08-13,-241.941.142,-468.004.221,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
314065,Trecho 08,São Paulo,Praia Grande,Praia Grande,Diário,Vazante,2024-08-13,-240.279.305,-464.686.049,Reptilia,Testudines,Caretta caretta,Sim,Arenoso,Morto
314063,Trecho 09,São Paulo,Guarujá,Enseada-Guarujá,Diário,Vazante,2024-08-13,-239.867.564,-462.289.499,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
314062,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2024-08-13,-2.396.717,-4.618.589,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
314061,Trecho 09,São Paulo,Guarujá,Mar Casado/Pernambuco,Diário,Enchente,2024-08-13,-23.964.795,-46.185.211,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
314023,Trecho 09,São Paulo,Guarujá,Prainha Branca,Diário,Vazante,2024-08-13,-2.386.222,-4.613.105,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
313942,Trecho 10,São Paulo,Ubatuba,BoneteUbatuba,Semanal,Vazante,2024-08-12,-235.380.433,-451.773.933,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
313941,Trecho 09,São Paulo,Guarujá,Pitangueiras,Diário,Enchente,2024-08-12,-240.029.172,-462.653.046,Mammalia,Cetacea,Pontoporia blainvillei,Sim,Arenoso,Morto
313909,Trecho 10,São Paulo,São Sebastião,Boiçucanga,Diário,Enchente,2024-08-12,-237.850.283,-456.273.033,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313907,Trecho 10,São Paulo,Ubatuba,Fazenda,Semanal,Vazante,2024-08-12,-23.362.897,-4.484.451,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313885,Trecho 09,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Vazante,2024-08-12,-237.574,-4.584.944,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313879,Trecho 10,São Paulo,Ubatuba,Bonetinho,Semanal,Enchente,2024-08-12,-235.361.384,-451.865.981,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313841,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-12,-247.914.702,-476.136.083,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313840,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Enchente,2024-08-12,-248.644.066,-477.116.846,Mammalia,Cetacea,Sotalia guianensis,Sim,Arenoso,Morto
313806,Trecho 10,São Paulo,São Sebastião,Guaecá,Diário,Vazante,2024-08-11,-238.190.429,-454.670.262,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313800,Trecho 10,São Paulo,Caraguatatuba,Massaguaçu,Diário,Vazante,2024-08-12,-2.359.666,-4.534.057,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313767,Trecho 10,São Paulo,São Sebastião,Toque-Toque Grande,Diário,Enchente,2024-08-11,-238.349.243,-455.109.216,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313766,Trecho 10,São Paulo,São Sebastião,Praia da Baleia,Semanal,Vazante,2024-08-11,-23.774.897,-456.844.005,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
313733,Trecho 09,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Enchente,2024-08-10,-237.589.415,-458.650.231,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
313724,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-08-10,-2.377.276,-4.593.721,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
313721,Trecho 09,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Vazante,2024-08-11,-23.756.842,-458.460.615,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313720,Trecho 09,São Paulo,"Bertioga,São Sebastião",Boracéia,Diário,Vazante,2024-08-11,-237.600.758,-458.744.791,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313719,Trecho 09,São Paulo,Bertioga,Itaguaré,Diário,Vazante,2024-08-11,-237.881.169,-4.598.371,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313718,Trecho 09,São Paulo,Bertioga,Itaguaré,Diário,Vazante,2024-08-11,-237.912.903,-459.905.128,Aves,Procellariiformes,Procellaria aequinoctialis,Não,Arenoso,Morto
313717,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-11,-238.130.221,-460.569.843,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
313716,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-11,-238.128.275,-460.620.773,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313715,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-11,-238.127.267,-460.623.124,Aves,Suliformes,Sula leucogaster,Não,Arenoso,Morto
313714,Trecho 09,São Paulo,Bertioga,Enseada- Bertioga,Diário,Vazante,2024-08-11,-238.159.146,-460.753.319,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313713,Trecho 09,São Paulo,Bertioga,Guaratuba,Diário,Vazante,2024-08-10,-2.377.792,-4.595.604,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313710,Trecho 09,São Paulo,Bertioga,Canto do Indaia/Riviera,Diário,Vazante,2024-08-10,-2.379.937,-4.600.044,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313696,Trecho 10,São Paulo,Ubatuba,Praias das Bicas,Semanal,Vazante,2024-08-11,-233.699.219,-448.365.627,Reptilia,Testudines,Chelonia mydas,Sim,Arenoso,Morto
313690,Trecho 10,São Paulo,Ubatuba,Praia do Engenho,Diário,Vazante,2024-08-11,-233.647.383,-4.488.707,Aves,Charadriiformes,Larus dominicanus,Não,Arenoso,Morto
313664,Trecho 10,São Paulo,Ilhabela,Engenho D água,Diário,Vazante,2024-08-11,-2.379.346,-453.648.017,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313661,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-11,-248.413.847,-476.810.423,Aves,Sphenisciformes,Spheniscus magellanicus,Não,Arenoso,Morto
313660,Trecho 07,São Paulo,Ilha Comprida,Ilha Comprida,Diário,Vazante,2024-08-11,-248.163.264,-476.478.734,Aves,Procellariiformes,Thalassarche chlororhynchos,Sim,Arenoso,Morto
